# Average temperature on Central Park, New York on January 2021
# Source: https://w2.weather.gov/climate/xmacis.php?wfo=okx
#
# Day  Temperature [F]
1 36.5
2 43.5
3 36.0
4 39.0
5 39.0
6 37.5
7 35.5
8 32.0
9 30.5
10 35.0
11 32.5
12 38.5
13 39.0
14 44.0
15 42.0
16 42.0
17 39.5
18 41.0
19 39.0
20 33.5
21 34.0
22 40.5
23 30.0
24 27.0
25 30.0
26 32.5
27 34.0
28 27.0
29 19.5
30 24.5
31 23.0
